,Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
69998,8/27/2006 23:27,comox (canada),bc,ca,light,5.0,5 seconds,bright lime green light streaked across the sky at night.,10/30/2006,49.683333000000005,-124.933333
70184,8/28/2002 22:15,abbotsford (canada),bc,ca,triangle,15.0,15 sec.,My dad and I were outside at night to look for M13. My dad was setting up his telescope and I was looking to the northern sky and saw a,9/6/2002,45.433333000000005,-72.883333
70199,8/28/2003 20:30,enderby (canada),bc,ca,light,120.0,approx: 2 minutes,HBCCUFO CANADIAN REPORT:  I saw a white light in the sky&#44 it went from a medium size to big to very tiny.,9/9/2003,50.55,-119.13333300000001
70351,8/29/1969 19:00,vernon (canada),bc,ca,cigar,4.0,4 seconds,Large&#44 white cigar shaped object stops above house.,6/12/2008,46.183333000000005,-62.88333299999999
70379,8/29/2001 15:30,vancouver (canada),bc,ca,cylinder,1800.0,30 minutes,Small black cylinder seen hovering over Vancouver B.C.,2/24/2005,49.25,-123.13333300000001
70403,8/29/2003 22:50,chilliwack (canada),bc,ca,triangle,180.0,~3 mins.,Triangular shape of 3 light points travelling at high altitude ((NUFORC Note:  Possible sighting of &quot;NOSS&quot; satellites.  PD)),9/4/2003,49.166667,-121.95
70573,8/30/2000 14:00,abbotsford (canada),bc,ca,light,120.0,2 minutes,White bright round light - hovering for a few minutes then disappearing.,8/5/2001,45.433333000000005,-72.883333
70579,8/30/2001 18:00,vancouver (canada),bc,ca,cylinder,240.0,4 mins,A black cylider hovered over Vancouver in broad daylight.,11/20/2001,49.25,-123.13333300000001
70635,8/30/2003 23:30,penticton (canada),bc,ca,fireball,3.0,3 seconds,HBCCUFO CANADIAN REPORT:  Massive bluish colored ball of light.,9/4/2003,49.5,-119.58333300000001
70636,8/30/2003 23:30,port coquitlam (canada),bc,ca,light,2.0,2 seconds,HBCCUFO CANADIAN REPORT:  A very large green light streak across the sky.,9/4/2003,49.266667,-122.78333300000001
70637,8/30/2003 23:30,vernon (canada),bc,ca,fireball,2.0,several seconds,We witnessed a spectacular flash illuminating East Vernon Hill&#44 on a cloudless&#44 warm night to the northeast of Vernon&#44 off Hartnell Rd.,9/9/2003,46.183333000000005,-62.88333299999999
70836,8/31/2003 19:00,terrace (canada),bc,ca,disk,60.0,1 minutes,HBCCUFO CANADIAN REPORT:  Disk with a number of lights on it.,9/4/2003,54.5,-128.583333
71039,8/31/2013 21:45,campbell river (canada),bc,ca,unknown,900.0,15 minutess,Multiple orange lights,9/9/2013,50.016667,-125.25
71076,8/3/2000 07:40,delta (canada),bc,ca,cigar,300.0,about 5 minutes,Silvery cigar hovers over Boundary Bay,12/2/2000,50.183333000000005,-98.31666700000001
71119,8/3/2003 19:30,kelowna (canada),bc,ca,circle,120.0,2 minutes,HBCCUFO CANADIAN REPORT:  Perfectly round metallic silver object.,8/28/2003,49.9,-119.483333
71143,8/3/2005 18:00,port alberni (canada),bc,ca,other,600.0,10 minutes,As our family was driving down Great Central lake in our pleasure boat at approxamatly 30miles an hour I noticed the compass start spin,9/2/2005,49.233333,-124.8
71253,8/3/2013 03:30,maple ridge (canada),bc,ca,unknown,1800.0,~20-30 minutes,Beams of light shooting in random directions coming from an unknown small orb.,1/10/2014,49.25,-122.5
71345,8/4/2002 23:10,kelowna (canada),bc,ca,sphere,60.0,1:00 minute,Object does figure eights&#44 then moves fast across sky seen by four people.,8/28/2002,49.9,-119.483333
71350,8/4/2003 17:00,vancouver (canada),bc,ca,disk,5.0,3-5 seconds,saucer shape&#44 no lights&#44 no wings&#44 extreme speed,8/28/2003,49.25,-123.13333300000001
71386,8/4/2006 23:15,vancouver (canada),bc,ca,light,30.0,30 sec,August 4th&#44 Bright light in the sky over Vancouver&#44 BC.... strange trajectory.,10/30/2006,49.25,-123.13333300000001
71543,8/5/1985 00:00,houston (canada),bc,ca,light,30.0,approx: 30 seconds,HBCCUFO CANADIAN REPORT:  It split into two balls of light and each ball of light &quot;shot&quot; off at an incredible rate of speed.,3/17/2004,54.4,-126.65
71592,8/5/2002 22:00,west vancouver (canada),bc,ca,triangle,60.0,1 minute,triangle in shape lights exterior  and large&#33,8/16/2002,49.25,-123.13333300000001
71646,8/5/2006 22:48,williams lake (canada),bc,ca,unknown,30.0,30 seconds,Single object flying slow and then speeding off.,10/30/2006,52.116667,-122.15
71819,8/6/2002 23:00,tofino (canada),bc,ca,disk,30.0,30 seconds,Disk shaped with three lights and orange haze and trail seemed to come towards earth and move east over a beach in british columbia.,3/23/2004,49.133333,-125.9
72055,8/7/2001 23:30,kelowna (canada),bc,ca,disk,1800.0,30mins,I OBSERVED A  HOVERING DISK SHAPED OBJECT WITH A RED AND WHITE BALL OF LIGHT IN THE CENTER .,8/12/2001,49.9,-119.483333
72082,8/7/2003 23:30,houston (canada),bc,ca,flash,1.0,1 second,HBCCUFO CANADIAN REPORT:  Bright white and blue flashes. (Lightening),8/28/2003,54.4,-126.65
72321,8/8/1998 02:00,houston (canada),bc,ca,disk,600.0,10 minutes,Craft follows vehicle on Canadian Highway with spotlight,10/31/2003,54.4,-126.65
72403,8/8/2006 22:30,vancouver (canada),bc,ca,light,2.0,2 seconds,Light like a star moved right&#44 then stopped&#44 then grew brighter and vanished.,10/30/2006,49.25,-123.13333300000001
72471,8/8/2010 22:07,vancouver (canada),bc,ca,egg,600.0,10 minutes,green oblong object over UBC campus&#44 slightly southwest in position&#44 with non-uniformly emitted light,8/24/2010,49.25,-123.13333300000001
72520,8/8/2013 20:30,kelowna (canada),bc,ca,other,120.0,2 minutes,Space station flies over with object following close behind.,8/30/2013,49.9,-119.483333
72534,8/8/2013 21:12,richmond (canada),bc,ca,circle,5.0,5 seconds,Bright blue white light fading in and fading out within 5 seconds,8/30/2013,45.666667,-72.15
72543,8/8/2013 22:48,chemainus (canada),bc,ca,light,180.0,2-3 minutes,Redish Light following closely behind the ISS as it passed over British Columbia Canada,8/30/2013,48.916667,-123.7
72624,8/9/2004 11:00,squamish (canada),bc,ca,chevron,30.0,30 sec,Imagine a a 30&#39 wide strand of silk in the shape of a perfect cheveron moving at a constant speed of 25mph from North to South.,8/24/2004,49.7,-123.15
72704,8/9/2011 21:00,duncan (canada),bc,ca,unknown,600.0,10 min,WEIRD 3 LIGHTS LOW IN SKY LIKE UNDER TREE LINE...LIGHTS SIZE OF HEADLIGHTS...3 THEN 2 THEN 3 THEN 1 TRIANGULAR IN SHAPE...LIVED HERE 15,8/21/2011,48.783333,-123.7
72855,9/10/2003 20:50,barriere (canada),bc,ca,light,30.0,approx: 30 seconds,HBCCUFO CANADIAN REPORT:  Object chased by military helicopters.,9/12/2003,47.5,-76.7
72856,9/10/2003 20:50,barriere (canada),bc,ca,light,5.0,5 seconds,HBCCUFO CANADIAN REPORT:  A bright white light/object flying low over top of the witnesses followed by two military helicopters.,9/24/2003,47.5,-76.7
72928,9/10/2008 23:00,tulameen (over mountain range; near) (canada),bc,ca,flash,3600.0,1 hour,Red&#44 white&#44 green and white blinking - one was situated over a hill/mountain and didn&#39t move for an hour; another shoot around the sky.,10/31/2008,49.55,-120.75
72986,9/10/2011 23:30,chilliwack (canada),bc,ca,unknown,15.0,15 seconds,Saw something that moved too fast to be either a plane or a satellite and made an impossible right turn then vanished.,12/20/2012,49.166667,-121.95
73177,9/11/2007 00:10,vancouver (canada),bc,ca,formation,300.0,5 minutes,4  bluish-white lights flying in fomation at very high altitude,10/8/2007,49.25,-123.13333300000001
73188,9/11/2007 21:45,moberly lake (canada),bc,ca,light,3.0,3sec,I know eactly by the stars where it first appeared and when we lost sight of it&#44 It did not last very long at all.,10/8/2007,55.833332999999996,-121.733333
73399,9/1/1991 11:00,kelowna (canada),bc,ca,unknown,3600.0,approx 1 hour,My husband and I were on a holiday in Kelowna B.C staying on the top floor (5th) at The Queen Anne Hotel in the old section of town. We,6/12/2008,49.9,-119.483333
73615,9/1/2006 21:00,kamloops (canada),bc,ca,teardrop,3600.0,1 hour,small bright light - low in the North over Kamloops - showing red&#44 blue&#44 green &amp; amber lights - teardrop shaped when using binoculars.,10/30/2006,50.666667,-120.33333300000001
73677,9/1/2010 20:30,rosedale (canada),bc,ca,sphere,360.0,approx 5-6 minutes,Sperical&#44 orange&#44 glowing&#44 no smoke no flames traveling west to northeast,4/18/2012,49.2,-121.74
73735,9/1/2012 21:00,sooke (canada),bc,ca,light,10.0,10 seconds,Bright blue orb.,11/11/2013,48.383333,-123.733333
73771,9/1/2013 20:00,vernon (canada),bc,ca,,900.0,several hours,Night object with flashing red and green lights over Vernon&#44 B.C. Canada.   ((NUFORC Note:  Twinkling star&#44 we suspect.  PD)),9/9/2013,46.183333000000005,-62.88333299999999
73884,9/12/2003 21:00,vancouver (canada),bc,ca,other,5.0,5 seconds,HBCCUFO CANADIAN REPORT:  I immediately noticed a bright yellow/red round object  in the sky.,10/7/2003,49.25,-123.13333300000001
73885,9/12/2003 21:00,victoria (canada),bc,ca,circle,300.0,5 minutes,The object dropped flaming debris then vanished having changed colour.,9/17/2003,46.216667,-63.483332999999995
74295,9/14/1999 06:30,richmond (canada),bc,ca,fireball,600.0,10 minutes,I was driving home from the Vancouver Airport and something had obviously just cut a swath through a cloud at 30 degree angle to the ea,12/2/2000,45.666667,-72.15
74572,9/15/1972 24:00,delta (canada),bc,ca,disk,60.0,less than a minute,small saucer zipped down over mountains&#44 hovered&#44  and zipped down Fraser Valley during daylight hours,5/4/2004,50.183333000000005,-98.31666700000001
74623,9/15/1982 02:00,richmond (canada),bc,ca,light,2400.0,30-40 min,Light witnessed first on ground or o horison moving back and forth for a long duration. The light then paused for a moment. and then as,12/2/2000,45.666667,-72.15
75139,9/16/2006 22:10,kelowna (canada),bc,ca,diamond,4500.0,1.25hrs,Stationary&#44 brilliant colored object seen near Kelowna British Columbia; emits &quot;ball&quot; light,10/30/2006,49.9,-119.483333
75222,9/16/2013 17:45,vernon (outside of) (canada),bc,ca,light,120.0,<2 minutes,Two bright lights moving rapidly and erratically in the evening sky outside of vernon bc.,9/30/2013,46.183333000000005,-62.88333299999999
75475,9/18/1999 02:00,kelowna (canada),bc,ca,formation,30.0,30 seconds,Formation of seven moving lights&#44 curving quite fast through the night sky,12/2/2000,49.9,-119.483333
75514,9/18/2003 19:00,kamloops (canada),bc,ca,sphere,60.0,30 to 60 seconds,HBCCUFO CANADIAN REPORT:  Spherical object moving in roughly an east to west direction over Kamloops,9/24/2003,50.666667,-120.33333300000001
76155,9/20/2007 16:00,savona (canada),bc,ca,other,10.0,10 sec.,object flies down entire length of valley,11/28/2007,50.75,-120.85
76245,9/20/2012 13:00,revelstoke (south of) (canada),bc,ca,other,60.0,1 minute,WAS NOT SEEN OR HEARD DURING DRIVE -  UNTIL WE LOOKED AT THE PHOTOS MONTHS LATER,10/30/2012,51.0,-118.183333
76566,9/2/1999 00:15,victoria (canada),bc,ca,other,2.0,seconds (repeated),A few repeated&#44 multi-coloured streaks of light in an apparently south-easterly direction,12/2/2000,46.216667,-63.483332999999995
76572,9/2/1999 12:10,aldergrove (canada),bc,ca,,3.0,3 seconds,SOMETHING FALLING OUT OF THE SKY,12/2/2000,49.06,-122.46
76609,9/2/2003 23:05,houston (canada),bc,ca,light,8.0,6 to 8 seconds,HBCCUFO CANADIAN REPORT:  Strange object hovering over top of Pea Cock mountain.,9/9/2003,54.4,-126.65
76613,9/2/2004 20:00,north vancouver (canada),bc,ca,unknown,120.0,five hours plus,Strong red&#44 blue&#44 green and white strobbing lights that can reqadily be seen with the naked eye. ((NUFORC Note:  Star??  PD)),9/9/2004,49.316666999999995,-123.066667
76650,9/2/2006 16:00,cranbrook (canada),bc,ca,oval,300.0,5 minutes,Oval shaped object with white moving objects adjacent,10/31/2008,49.516667,-115.766667
76780,9/2/2012 22:00,white rock (canada),bc,ca,other,7200.0,2 hours,Bright orange lights we have video and photos,9/24/2012,49.033333,-122.816667
76834,9/22/1998 23:30,courtenay (canada),bc,ca,fireball,4.0,3-4 sec,Viewed from beach facing East on Vancouver Island.  Saw what I assumed to be a meteor until listening to Art Bell on 09/23/98. The gree,12/2/2000,49.683333000000005,-125.0
76939,9/22/2006 04:30,winfield (canada),bc,ca,disk,5.0,5 seconds,Big bright object over winfield had spinning lights sat in one spot for 5 seconds  then  took off faster then anything i have ever seen,12/7/2006,50.02,-119.41
77091,9/23/1968 17:00,burnaby (canada),bc,ca,egg,180.0,3 minutes,I have never reported this but have seen anything like it before... It was just before dusk and I looked up and saw this golden oval ob,4/16/2005,49.25,-122.95
77126,9/23/1998 21:10,surrey (canada),bc,ca,circle,5.0,3-5 sec.,I saw a bright green coloured fireball coming down fairly slow and dissappear in midair without a sound.,12/2/2000,49.13635335,-122.8213433
77129,9/23/1998 21:10,victoria (canada),bc,ca,fireball,5.0,5 seconds,A bright green fireball witnessed by my son and I at around 9:10pm local time,12/2/2000,46.216667,-63.483332999999995
77207,9/23/2005 23:40,vancouver (canada),bc,ca,triangle,10.0,10 seconds,Triangle of dim star-like lights on object(s) travelling silently at high speed NNE to SSW in Vancouver&#44BC.,10/11/2005,49.25,-123.13333300000001
77232,9/23/2008 16:12,quesnel (canada),bc,ca,circle,300.0,5 min,BRIGHT GREEN ENTITY SEEN IN SKY OVER QUESNEL AT 16:12 09/23/2008.,10/31/2008,52.983332999999995,-122.483333
77343,9/24/1998 21:15,vancouver (canada),bc,ca,circle,5.0,5 seconds,Ball of light low in sky descending slowly at steep angle from East to West,12/2/2000,49.25,-123.13333300000001
77549,9/25/2001 14:00,burns lake (canada),bc,ca,disk,60.0,1min.,saw one chrome saucer hovering looked away for a second and it dissappeared,3/21/2003,54.216667,-125.766667
77576,9/25/2003 20:15,vancouver (canada),bc,ca,light,2.0,2 seconds,HBCCUFO CANADIAN REPORT:  Witnessed a bright white light acting very strangely.,9/28/2003,49.25,-123.13333300000001
77750,9/26/1999 09:00,castlegar (canada),bc,ca,other,7200.0,throughout the day,HBCCUFO CANADIAN REPORT:  Chemtrail/contrail seemed to be coming from the bizarre looking craft or tank.,3/17/2004,49.316666999999995,-117.66666699999999
77754,9/26/1999 20:00,surrey (canada),bc,ca,chevron,15.0,10-15 sec.,This was a chevron shaped craft black in colour with yellow lights in the V shape.,12/2/2000,49.13635335,-122.8213433
77781,9/26/2003 15:00,victoria (canada),bc,ca,disk,60.0,1 minute,fuzzy edged&#44 disklike object&#44 unable to determine altitude or speed due to its appearance&#44 flew in a staight line without course change,10/7/2003,46.216667,-63.483332999999995
77998,9/27/2003 22:25,terrace (canada),bc,ca,disk,15.0,15 seconds,HBCCUFO CANADIAN REPORT:  A saucer shape and the outline was in light red.,9/28/2003,54.5,-128.583333
78211,9/28/2005 23:00,bamfield (canada),bc,ca,light,21600.0,6 houres,We watched a light for 6 houres drag somthing off Diana Island and ride it out over the hurison.,10/31/2008,48.833333,-125.15
78305,9/28/2012 23:00,victoria (canada),bc,ca,light,1200.0,20 minutes,We saw bright lights moving around in the sky going from bright to dull and then disapearing up in the sky.,10/30/2012,46.216667,-63.483332999999995
78374,9/29/1996 23:00,victoria (canada),bc,ca,light,1200.0,20:00 min.,A very bright light that was hovering and then bolted away.&#9;&#9;,12/2/2000,46.216667,-63.483332999999995
78376,9/29/1998 07:25,vancouver (canada),bc,ca,fireball,2.0,1 to 2 seconds,Travelling eatward by car at dusk&#44 dontown Vancouver. Myself and passenger spotted orange fireball streaking apparent east. Object was,12/2/2000,49.25,-123.13333300000001
78392,9/29/2000 21:00,quesnel (canada),bc,ca,circle,3600.0,1hr +,Two rings of lights rotating .,12/2/2000,52.983332999999995,-122.483333
78890,9/3/2003 23:10,barriere (canada),bc,ca,cylinder,5.0,approx: 5 seconds,HBCCUFO CANADIAN REPORT:   saw a huge cylinder shaped craft flying very quickly.,9/12/2003,47.5,-76.7
78931,9/3/2006 22:20,vancouver (canada),bc,ca,oval,60.0,1 minute,Oval shaped&#44 bright craft&#44 hovering in sky.,10/30/2006,49.25,-123.13333300000001
79374,9/5/2007 22:00,maple ridge (canada),bc,ca,circle,3600.0,1 hour approx.,Green and blue lights over Maple Ridge&#44 BC,10/8/2007,49.25,-122.5
79630,9/6/2010 21:30,nanaimo (canada),bc,ca,light,900.0,15 minutes,Brilliant light plays hide-and-seek with cruise ship on its way up the Inside Passage to Alaska,2/18/2011,49.15,-123.91666699999999
79706,9/7/1999 22:36,squamish (canada),bc,ca,formation,60.0,1 minute,At approximately 22:36 hrs on the 7th of Sept. 1999&#44 I witnessed three (3) what looked like satellites in a triangular formation headed,12/2/2000,49.7,-123.15
79767,9/7/2005 19:04,vancouver (canada),bc,ca,cigar,180.0,3 minutes,Time I saw object:  19.04 Hours&#44 September 7th 2005. I&#39m one of those unfortunates or fortunes to see many of these things in my li,10/11/2005,49.25,-123.13333300000001
80078,9/8/2012 23:00,maple ridge (canada),bc,ca,fireball,240.0,4 minutes,Very bright orange/red orb with spikes&#44 moving slower than an airliner&#44 seemed to pause&#44 then moved on&#44,9/24/2012,49.25,-122.5
80079,9/8/2012 23:00,maple ridge (canada),bc,ca,light,300.0,4-5 minutes,Large circular orange/red light spotted in the sky&#44 moving south to north,9/24/2012,49.25,-122.5
80183,9/9/2003 23:40,cranbrook (canada),bc,ca,light,3600.0,an hour,HBCCUFO CANADIAN REPORT:  Orange colored light moving around the sky - Mars.,9/12/2003,49.516667,-115.766667
