Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
10/31/2003 03:00,vancouver (canada),bc,ca,disk,900,10-15 minutes,Updated  from 10/31/2003 Van BC Ca.  with a much clearer discription.,11/8/2003,49.25,-123.13333300000001
10/31/2003 03:00,vancouver (canada),bc,ca,disk,900,15 minutes,From right put of &quot;Lost in Space The original.  Rotating multi-colored lights bottom and side&#44 silent low hover&#44 EERIE,10/31/2003,49.25,-123.13333300000001
10/31/2003 19:00,hamilton (canada),on,ca,unknown,300,5 minutes,Oddly lit large craft over Hamilton at or shortly after 7pm on Haloween.,11/8/2003,43.25,-79.833333
10/31/2003 20:30,vancouver (maple ridge) (canada),bc,ca,other,300,2-5 minutes,Small Orange Object&#44 With a tail. Irratic movements.,5/24/2005,49.25,-123.13333300000001
10/31/2005 20:15,vernon (canada),bc,ca,unknown,420,appox.7min.,8:15 OCT. 31  SPOTED A LARGE CRAFT APPROACHING FROM THE EAST AT FIRST I THOUGHT IT WAS A PLANE.IGOT UP AND WENT ON MY BALCONY&#44 AND WATC,11/3/2005,46.183333,-62.88333299999999
10/31/2006 00:00,vancouver (canada),bc,ca,other,2,at least one hour,UFO in SE sky in Vancouver.  ((NUFORC Note:  Possible sighting of the star Sirius.  PD)),12/7/2006,49.25,-123.13333300000001
10/3/1955 06:00,stanley (near) (canada),nb,ca,disk,7200,2 hours,This is a true story as given to me,4/16/2005,55.416667,-104.55
10/3/2000 21:33,montreal (south of) (canada),pq,ca,formation,15,10-15 seconds,Formation of 3 lights moving in the same direction fast&#44 close together&#44 but chasing oneanother...,12/2/2000,45.5,-73.583333
10/3/2001 09:00,mission (canada),bc,ca,light,7200,2 hours,a bright baby blue light about twice the size of a normal bulb.,10/12/2001,49.133333,-122.3
10/3/2003 18:45,quesnel (canada),bc,ca,other,480,8 minutes,HBCCUFO CANADIAN REPORT:  An oblong in shape and traveling at an angle of approx: 30 degrees.,10/15/2003,52.983333,-122.483333
10/3/2004 09:15,victoria (canada),bc,ca,cigar,10,9-10 seconds,cigar shaped &#44white silver object  with dark ports on side hovered  breifly then dissappeared,10/27/2004,46.216667,-63.483332999999995
10/3/2004 15:30,merritt (canada),bc,ca,fireball,300,5 mins appox.,the bright round object&#44 with a short tail&#44 stopped in its flight towards earth&#44 turning sideways the silver disc then travelled east,10/27/2004,50.116667,-120.78333300000001
10/3/2004 19:30,ottawa (canada),on,ca,light,900,15 min.,2 objects seen moving in undefined and strange directions for 15 minutes and then disapeared,10/27/2004,45.416667,-75.7
10/3/2004 21:55,mission (canada),bc,ca,circle,30,30 sec.,Five round objects in a V formation quickly moving across the night skies.,10/27/2004,49.133333,-122.3
10/3/2009 20:44,port colborne (canada),on,ca,fireball,120,2 minutes,Red glowing object with burning red cape,12/12/2009,42.883333,-79.233333
10/3/2010 21:15,niagara falls (canada),on,ca,light,5400,1 hr. 30 min,3 Lights that are orange&#44 and fade in and out for hours (+ reflect off casino spot lights),11/21/2010,43.1,-79.05
10/3/2011 08:00,prince rupert (canada),bc,ca,circle,120,2 minutes,Circle shape.prince rupert,10/10/2011,54.316667,-130.333333
10/3/2013 20:36,toronto (canada),on,ca,oval,3,2-3 seconds,Oval shaped silent craft flying extremly fast at an almost upward angle on west side of toronto,11/11/2013,43.666667,-79.416667
10/4/2001 20:00,victoria (canada),bc,ca,light,10,10 seconds,star-like object making erratic movements,10/12/2001,46.216667,-63.483332999999995
10/4/2008 22:00,montreal (quebec)(canada),,ca,other,60,1 minute,3 eight shaped UFO  and  and a bright light guiding them.,1/10/2009,45.5,-73.583333
10/4/2012 23:30,cambridge (canada),on,ca,changing,900,15 minutes,So tonite walking back from the movies I looked up and saw what can only be described as the strangest thing I&#39ve ever seen and believe,10/30/2012,43.383333,-80.31666700000001
10/5/1990 22:00,fergus (canada),on,ca,rectangle,180,3min,football field sized craft Battlestar Galacticaonly remember waking up the next morning with no memory of going to bed and was not even,5/15/2006,43.7,-80.366667
10/5/2003 04:37,beamsville (canada),on,ca,triangle,180,3 minutes,Triangular &quot;v&quot;-shaped object with 3 lights that looked like a plane and slowly descended in a downward &quot;zig-zag&quot; motion,10/15/2003,43.166667,-79.466667
10/5/2011 13:00,ottawa (canada),on,ca,disk,60,60 seconds,Orange Glowing disc visible over parliament hill&#44 Ottawa&#44 Canada.,10/10/2011,45.416667,-75.7
10/5/2013 15:45,victoria (canada),bc,ca,disk,6,6 seconds,Object cross the mountains at high velocity color grey metalic. the video is on youtube now...  http://youtu.be/hIa3fet_SZQ,10/14/2013,46.216667,-63.483332999999995
10/5/2013 23:00,toronto (canada),on,ca,other,3600,1 hour,LOOKED LIKE FIRE FLY&#39S PLAYING CATCH IN DA DARK SKY.,10/14/2013,43.666667,-79.416667
10/6/2004 20:00,thorold (canada),on,ca,triangle,600,10 minutes,It had 3 lights&#44 like a triangle. It Stopped n mid air for 5 miutes right over where we were playing football&#44 then went NorthWest at s,10/27/2004,43.116667,-79.2
10/6/2004 20:30,kincardine (canada),on,ca,light,30,30 seconds,four orange-red  spotlight-like lights flashing in sequence for approx.  30 seconds over large lake at night.,10/27/2004,44.166667,-81.633333
10/6/2011 03:30,toronto (canada),on,ca,unknown,10800,3 hrs,MULTIPLE UFO&#39S VISIBLE FOR MANY HOURS.  ((NUFORC Note:  Possible stars??  PD)),10/10/2011,43.666667,-79.416667
10/6/2011 23:30,montreal (canada),qc,ca,other,1200,20 minutes,Report of incident 9 to 10 spheres were dancing above a low cloud cover zooming  in and out in odd patterns; some slowly &#44 some quickly,10/10/2011,45.5,-73.583333
10/6/2012 19:50,kingston (canada),on,ca,fireball,2400,40 minutes,October 6&#44 2013&#44 three passes of 6-10 bright orange fireballs/lights moving in formation was observed over Kingston Ontario.,10/14/2013,44.233333,-76.483333
10/6/2012 21:40,brockville (near) (canada),on,ca,triangle,10,10 seconds,Ontario country road October 2012&#44 large spotlight over home&#44 and triangular object with green &amp; white lights across road over treeline,10/30/2012,44.583333,-75.68333299999999
10/6/2012 23:30,thompson (canada),mb,ca,light,1800,30 minutes,2 Bright lights&#44 Noises of white noise and screeching on phones. Vehicle problems.,10/30/2012,55.75,-97.866667
10/7/1971 01:00,kitchener (canada),on,ca,disk,2700,45 min,A very bright &#44 horizontal elliptical disk aprox. the length of a yardstick held at arms length&#44 hovered one hundred feet  away.,7/13/2005,43.45,-80.5
10/7/2000 15:00,london (canada),on,ca,sphere,60,1 minute,The sky was darkly overcast at the time and while working on the computer something caught my eye about 400 yards to the North East. I,12/2/2000,42.983333,-81.25
10/7/2003 18:00,vonda (canada),sk,ca,circle,10,10 seconds,THERE  WAS ALOT OF LIGHTS FLASHING IN  A CIRCLE,10/15/2003,52.316667,-106.1
10/7/2005 10:30,cardston (canada),ab,ca,cone,5,5 seconds,Bright blue ball of light,10/11/2005,49.2,-113.316667
10/7/2009 01:00,barrhead (canada),ab,ca,light,15,15 seconds,Slow green light over treeline,11/21/2010,54.116667,-114.4
10/7/2012 05:50,st. catharines (canada),on,ca,unknown,300,5 minutes,Three stationary alternating red lights and one white light NOT MOVING visible from QEW at dawn,10/30/2012,43.166667,-79.233333
10/7/2012 19:30,mississauga (canada),on,ca,light,360,6 minutes,Orange lights over mississauga ontario canada,10/30/2012,43.15,-79.5
10/7/2013 19:00,mississauga (canada),on,ca,sphere,600,10 minutes,Orbs by Lake Ontario.,10/14/2013,43.15,-79.5
10/8/1994 20:00,thunder bay (canada),on,ca,oval,900,15 min.,The speed it moved is unbelievable. and the colour of light&#39s is unmistakeable.,9/9/2003,48.4,-89.233333
10/8/2003 22:36,salmon arm (canada),bc,ca,cigar,37800,1 1/2 hours,walking with a cigar shaped object  white/yellow,10/15/2003,50.7,-119.28333300000001
10/8/2005 22:00,quesnel (canada),bc,ca,disk,60,one minute or so,3-4 round red disappearing lights in a curved pattern &#44 suggesting the origin of the lights is disk shaped.,12/16/2005,52.983333,-122.483333
10/8/2011 21:00,gananoque (canada),on,ca,sphere,30,30 seconds,6 large&#44 fast moving and silent orange spheres travelling in formation.,10/19/2011,44.333333,-76.166667
10/8/2012 21:45,attawapiskat (canada),on,ca,sphere,300,5 minutes,Large orb seen in night sky by several people in various towns,10/30/2012,52.916667,-82.43333299999999
10/8/2013 11:20,white rock (canada),bc,ca,fireball,600,10 minutes,Burning objects falling from the sky.,10/14/2013,49.033333,-122.816667
10/8/2013 20:00,victoria (canada),nf,ca,changing,4500,75 minutes,My wife first saw a bright light North North East from our home about 1000 meters above the horizon.  She told me and then I looked.  A,10/14/2013,46.216667,-63.483332999999995
10/9/2002 15:21,new westminster (canada),bc,ca,circle,30,25 - 30 seconds,2 Disc shaped gray objects seen over New Westminster,10/15/2002,49.216667,-122.91666699999999
10/9/2002 20:55,winnipeg (canada),mb,ca,light,15,15 sek,satellite? meet airplane,10/15/2002,49.883333,-97.166667
10/9/2003 14:35,smithers (canada),bc,ca,other,600,10 minutes,HBCCUFO CANADIAN REPORT:  The object was described as being very flat&#44 silver in color.,10/15/2003,54.766667,-127.16666699999999
10/9/2010 10:00,st. catharines (canada),on,ca,triangle,30,30 sec,three dim lights in triangle shape and no noise.,11/21/2010,43.166667,-79.233333
10/9/2011 06:30,edmonton (canada),ab,ca,other,1200,20 min approx,Round shape with bright orange tail,10/10/2011,53.55,-113.5
10/9/2012 05:25,caledon (canada),on,ca,triangle,3,3 seconds,Silent triangular craft moved slowly east with steady white lights on each point,10/30/2012,43.866667,-80.0
1/10/1971 20:00,la ronge (canada),sa,ca,unknown,300,5 minutes,sighting at anglo rouyn mine in the early 1970&#39 s in norhtern sk.,4/1/2001,55.1,-105.3
1/10/1976 18:00,prince george (canada),bc,ca,other,5,5 seconds,Glowing red saucer shaped object in the winter sky.,6/20/2005,53.916667,-122.766667
1/10/2001 06:45,vaudreuil (canada),pq,ca,changing,360,6 min.,A bright object seen from a far distance on a cold winter morning which changed shape as it moved and left a trail of light.,2/18/2001,45.4,-74.033333
1/10/2003 23:15,victoria (canada),bc,ca,flash,4,4 seconds,I&#39ve been meaning to write this for sometime.  I believe the date was Jan 10&#44 2003 - might have been the week before.  4 of us were sit,5/2/2003,46.216667,-63.483332999999995
1/10/2013 02:28,beaverdam (canada),nb,ca,unknown,180,3 minutes,This is the second night that I witnessed this .. Lastnight also.I woke up right out of a sleep and was directed towards the window,2/4/2013,54.203611,-110.30666699999999
1/10/2014 20:26,terrace (canada),bc,ca,unknown,20,20 seconds,In the west southwest skies over Terrace BC... very far away (so not certain of shape or size) a red and yellow light hovering at first,1/16/2014,54.5,-128.583333
11/10/1998 22:00,vancouver (canada),bc,ca,disk,2,2 seconds,I saw a brief eliptical object that was illuminated for approximately 2 seconds before hurling upward and out-of-sight in the clear&#44 op,12/2/2000,49.25,-123.13333300000001
11/10/2007 05:00,barrie (canada),on,ca,sphere,600,10 min,The flying object was moving fast and stops. Then drops it self for 50 feet and then stops&#44 then it shifted its position and fly side w,11/28/2007,44.383333,-79.7
11/10/2009 06:15,niagara falls (canada),on,ca,cigar,1800,30 minutes,Bar shaped light with lit ends hovering in Niagara Falls for at least 30 minutes with darting small light,12/12/2009,43.1,-79.05
11/10/2012 13:00,mississauga (canada),on,ca,circle,60,1 minute,6 orange circle lights came right above our heads at about 1 and lasted for a minute without any sound and slowly dissapeared,11/19/2012,43.15,-79.5
11/10/2012 21:00,moncton (canada),nb,ca,circle,300,5 minutes,Small silent orange ball travelled across sky,11/19/2012,46.083333,-64.766667
11/10/2013 20:00,new westminster (canada),bc,ca,oval,1200,20 minutes,Lights over New Westminster.,11/11/2013,49.216667,-122.91666699999999
11/11/1978 18:00,st. albert (canada),ab,ca,unknown,1200,10-20 minutes,In response to sighting of 08/15/78 in St. Albert,9/2/2005,53.633333,-113.63333300000001
11/11/1989 11:00,saskatoon (canada),sa,ca,cigar,3600,1 hour,I was having breakfast when I noticed a cigar shaped and cloud color object not moving at all in the sky about 20 to 30 miles away ...,12/2/2000,52.133333,-106.66666699999999
11/11/2003 23:30,saskatoon (canada),sk,ca,triangle,60,1 minute,3 triangular white lights traveling too slow and too low to be a plane,11/26/2003,52.133333,-106.66666699999999
11/11/2004 01:00,quebec (canada),qc,ca,egg,600,10 minutes,Craft sighted over lake.,12/3/2004,46.8,-71.25
11/11/2005 18:00,brockville (canada),on,ca,sphere,60,1 minute,11/11/2005 600 pm ont. white spere  Ball of white light zoomed about a 1000 yards above tree line,3/19/2009,44.583333,-75.68333299999999
11/11/2005 23:13,toronto (canada),on,ca,chevron,10,10 seconds,Chevron shaped craft sighted over toronto,12/16/2005,43.666667,-79.416667
11/11/2006 01:00,cold lake (canada),ab,ca,,120,2 minutes,Two occasions of possible humanoid extraterrestrial encounters in Cold Lake&#44 Alberta,2/4/2013,54.465,-110.18305600000001
11/11/2010 22:00,corner brook (canada),nf,ca,flash,2,few seconds,Fast flash of light,11/21/2010,48.95,-57.933333
11/11/2012 02:25,calgary (canada),ab,ca,disk,9,9 seconds,Grey disk. One blue light.  Smaller then smart car but bigger then basketball,11/19/2012,51.083333,-114.08333300000001
11/11/2012 20:00,brantford (canada),on,ca,rectangle,60,1 minute,Was standing out in my backyard stargazing when a strange craft flew overhead. Couldn&#39t tell how high up it was.,11/19/2012,43.133333,-80.266667
11/11/2013 02:25,montreal (canada),qc,ca,diamond,180,3 minutes,Downtown--seen something going super fast and high in the sky&#44 a lot of lights flashing.,11/20/2013,45.5,-73.583333
11/11/2013 17:00,ponoka (canada),ab,ca,light,3600,>1 hour,Bright light&#44 watched for an hour&#44 watched it speed up and go east and stop over field by Ponoka&#44 AB and then disappear.,11/20/2013,52.683333,-113.566667
11/1/2000 19:30,mississauga (canada),on,ca,circle,600,10 mins,A shooting star type thing that traveled east&#44stopped&#44then traveled north.,12/2/2000,43.15,-79.5
11/1/2001 04:00,vancouver (canada),bc,ca,other,10,half hour at least,Bright morphing star 0 to figure 8 formation above Seattle and 3 brightest object in sky,11/20/2001,49.25,-123.13333300000001
11/1/2002 16:45,calgary (canada),ab,ca,sphere,120,1-2 minutes,Observed sun reflecting off object following behind and to the right of commercial aircraft in Canada.,4/27/2004,51.083333,-114.08333300000001
1/11/2002 19:00,thornhill (canada),on,ca,other,60,20 - 60 seconds,Bright light splitting to 3 lights &quot;blitzing&quot;.,1/29/2002,43.8,-79.416667
1/11/2002 20:00,leamington (canada),on,ca,disk,300,5 minutes,We spotted red and green light in the sky. Pulled the car over and got out to observe. The object was quite low coming closer and lower,1/29/2002,42.05,-82.583333
11/1/2003 16:00,oshawa (canada),on,ca,sphere,20,20 seconds,Low flying basketball sized translucent spherical bubble,12/12/2011,43.9,-78.866667
1/11/2005 17:08,calgary (canada),ab,ca,other,600,10 minutes,&quot;That&#39s no ordinary cloud.&quot;,1/19/2005,51.083333,-114.08333300000001
11/1/2006 06:50,peterborough (canada),on,ca,changing,900,10 - 15 minutes,Shaped changing object in the sky at sunrise over Peterborough&#44 Ontario,12/7/2006,44.3,-78.333333
11/1/2007 23:00,fredericton (canada),nb,ca,fireball,5,3-5 seconds,Meteor-like green UFO,11/28/2007,45.95,-66.633333
1/11/2009 20:30,kelowna (canada),bc,ca,light,180,3 minutes,Bright light slowly descending near Bear Creek - Kelowna&#44 BC&#44 Canada.,3/19/2009,49.9,-119.483333
11/1/2010 19:45,toronto (canada),on,ca,light,10,10 sec,2 Bright Orb type craft seen moving in the direction of space then vanishing,11/21/2010,43.666667,-79.416667
1/11/2010 23:25,ingleside (canada),on,ca,triangle,300,5 minutes,triangle shaped craft with four coloured lights,2/14/2010,45,-75.0
1/11/2011 05:11,salmon arm (canada),bc,ca,oval,600,5 - 10 minutes,Football shaped multi colored craft floats silently across early morning sky from East to West,12/12/2011,50.7,-119.28333300000001
11/1/2011 17:30,brampton (canada),on,ca,cylinder,30,30 seconds,3 cylinders making up a triangle going really fast and 100 feet from the ground.,8/5/2012,43.683333,-79.766667
