level_0,index,Date,Type,Seconds,Duration,Description,Lat,Lon,full_address,neighbourhood,city,province,country_code,country,location_data_raw
35,1180,10/12/2012 21:25,triangle,3,3 seconds,Large silent metallic craft&#44very fast and no lights,43.9,-78.866667,"44, William Street West, O'Neill, Oshawa, Ontario, L1G 1J9, Canada",O'Neill,Oshawa,Ontario,ca,Canada,"{'place_id': '331810942161', 'licence': 'https://locationiq.com/attribution', 'lat': '43.899996', 'lon': '-78.866633', 'display_name': ""44, William Street West, O'Neill, Oshawa, Ontario, L1G 1J9, Canada"", 'boundingbox': ['43.899996', '43.899996', '-78.866633', '-78.866633'], 'importance': 0.225, 'address': {'house_number': '44', 'road': 'William Street West', 'neighbourhood': ""O'Neill"", 'city': 'Oshawa', 'state': 'Ontario', 'postcode': 'L1G 1J9', 'country': 'Canada', 'country_code': 'ca'}}"
36,1200,10/12/2013 20:28,sphere,120,2 minutes,Fuzzy orange sphere in night sky moving quickly south to north no nav lights visible,44.25,-79.466667,"103, The Queensway North, Georgina, York, Ontario, L4P 0G4, Canada",,Georgina,Ontario,ca,Canada,"{'place_id': '330510544787', 'licence': 'https://locationiq.com/attribution', 'lat': '44.251171', 'lon': '-79.467956', 'display_name': '103, The Queensway North, Georgina, York, Ontario, L4P 0G4, Canada', 'boundingbox': ['44.251171', '44.251171', '-79.467956', '-79.467956'], 'importance': 0.175, 'address': {'house_number': '103', 'road': 'The Queensway North', 'city': 'Georgina', 'county': 'York', 'state': 'Ontario', 'postcode': 'L4P 0G4', 'country': 'Canada', 'country_code': 'ca'}}"
37,1213,10/12/2013 22:00,sphere,15,several hours,Multi colored Lights that moved in all random directons.  ((NUFORC Note:  We suspect &quot;twinkling&quot; stars.  PD)),45.766667,-79.4,"Edward Street, Sundridge, Parry Sound, Ontario, P0A 1Z0, Canada",,Sundridge,Ontario,ca,Canada,"{'place_id': '331668822983', 'licence': 'https://locationiq.com/attribution', 'lat': '45.766934', 'lon': '-79.399741', 'display_name': 'Edward Street, Sundridge, Parry Sound, Ontario, P0A 1Z0, Canada', 'boundingbox': ['45.766525', '45.767234', '-79.400696', '-79.398728'], 'importance': 0.2, 'address': {'road': 'Edward Street', 'city': 'Sundridge', 'county': 'Parry Sound', 'state': 'Ontario', 'postcode': 'P0A 1Z0', 'country': 'Canada', 'country_code': 'ca'}}"
38,1288,10/13/2003 07:00,fireball,180,3 minutes,Large fiery meteor-like entry,43.15,-79.5,"3925, Mountainview Road, Lincoln, Ontario, Canada",,Lincoln,Ontario,ca,Canada,"{'place_id': '331796337932', 'licence': 'https://locationiq.com/attribution', 'lat': '43.149817', 'lon': '-79.500685', 'display_name': '3925, Mountainview Road, Lincoln, Ontario, Canada', 'boundingbox': ['43.149817', '43.149817', '-79.500685', '-79.500685'], 'importance': 0.2, 'address': {'house_number': '3925', 'road': 'Mountainview Road', 'city': 'Lincoln', 'state': 'Ontario', 'country': 'Canada', 'country_code': 'ca'}}"
39,1296,10/13/2003 20:15,light,120,2 minutes,Star like object flying/wobbling.,43.883333,-79.733333,"181, King Street East, Caledon, Peel, Ontario, L7E 3T1, Canada",,Caledon,Ontario,ca,Canada,"{'place_id': '332599777681', 'osm_type': 'node', 'osm_id': '1093860727', 'licence': 'https://locationiq.com/attribution', 'lat': '43.883397', 'lon': '-79.733449', 'display_name': '181, King Street East, Caledon, Peel, Ontario, L7E 3T1, Canada', 'boundingbox': ['43.883397', '43.883397', '-79.733449', '-79.733449'], 'importance': 0.2, 'address': {'house_number': '181', 'road': 'King Street East', 'city': 'Caledon', 'county': 'Peel', 'state': 'Ontario', 'postcode': 'L7E 3T1', 'country': 'Canada', 'country_code': 'ca'}}"
40,1301,10/13/2003 22:20,triangle,180,approx: 3 minutes,HBCCUFO CANADIAN REPORT:  The lights changed into the shape of a large triangular craft.,45.6,-73.733333,"91, Place De Naples, Laval, Laval, Quebec, H7M 1E7, Canada",,Laval,Quebec,ca,Canada,"{'place_id': '330090824024', 'licence': 'https://locationiq.com/attribution', 'lat': '45.599971', 'lon': '-73.733429', 'display_name': '91, Place De Naples, Laval, Laval, Quebec, H7M 1E7, Canada', 'boundingbox': ['45.599971', '45.599971', '-73.733429', '-73.733429'], 'importance': 0.225, 'address': {'house_number': '91', 'road': 'Place De Naples', 'city': 'Laval', 'county': 'Laval', 'state': 'Quebec', 'postcode': 'H7M 1E7', 'country': 'Canada', 'country_code': 'ca'}}"
41,1345,10/13/2007 01:59,triangle,120,approxmately 2 minutes,triangular shaped craft with lights at each point&#44 rotating over remote northern Canadian town. report 30 minutes after witnessing.,48.766667,-80.666667,"Iroquois Falls, Northwest Industrial Road, Iroquois Falls, Cochrane District, Northeastern Ontario, Ontario, P0K 1E0, Canada",,,Ontario,ca,Canada,"{'place_id': '41552252', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'node', 'osm_id': '3041765860', 'lat': '48.7637291', 'lon': '-80.6686592', 'display_name': 'Iroquois Falls, Northwest Industrial Road, Iroquois Falls, Cochrane District, Northeastern Ontario, Ontario, P0K 1E0, Canada', 'address': {'water': 'Iroquois Falls', 'road': 'Northwest Industrial Road', 'town': 'Iroquois Falls', 'county': 'Cochrane District', 'state_district': 'Northeastern Ontario', 'state': 'Ontario', 'postcode': 'P0K 1E0', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['48.7636291', '48.7638291', '-80.6687592', '-80.6685592']}"
42,1366,10/13/2009 02:45,disk,5,5 seconds,I was driving back to Cornwall ontario from burlington for thanksgiving. It was approximately 0245 -0300 hours in the am. It was at the,44.166667,-77.383333,"257, Pinnacle Street, Belleville, Hastings, Ontario, K8N 1Z8, Canada",,Belleville,Ontario,ca,Canada,"{'place_id': '331821553826', 'licence': 'https://locationiq.com/attribution', 'lat': '44.166646', 'lon': '-77.383467', 'display_name': '257, Pinnacle Street, Belleville, Hastings, Ontario, K8N 1Z8, Canada', 'boundingbox': ['44.166646', '44.166646', '-77.383467', '-77.383467'], 'importance': 0.2, 'address': {'house_number': '257', 'road': 'Pinnacle Street', 'city': 'Belleville', 'county': 'Hastings', 'state': 'Ontario', 'postcode': 'K8N 1Z8', 'country': 'Canada', 'country_code': 'ca'}}"
43,1425,10/13/2012 20:00,light,120,120 seconds,Bright light seen over calgary se,51.083333,-114.08333300000001,"10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada",Queens Park Village,Calgary,Alberta,ca,Canada,"{'place_id': '332627885326', 'licence': 'https://locationiq.com/attribution', 'lat': '51.084013', 'lon': '-114.084131', 'display_name': '10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada', 'boundingbox': ['51.079635', '51.08879', '-114.087212', '-114.083092'], 'importance': 0.2, 'address': {'road': '10 Street NW', 'neighbourhood': 'Queens Park Village', 'city': 'Calgary', 'state': 'Alberta', 'postcode': 'T2K 1R8', 'country': 'Canada', 'country_code': 'ca'}}"
44,1448,10/13/2013 04:30,fireball,3600,1 hour,Orange fireballs over Lake Ontario.  Geometric shapes.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
45,1470,10/13/2013 21:30,light,20,20 seconds,Four red lights in sky&#44 that faded and disapeared,50.45,-104.616667,"2505, 11th Avenue, Regina, Division No.  6, Saskatchewan, S4P 0K6, Canada",,Regina,Saskatchewan,ca,Canada,"{'place_id': '330714517245', 'licence': 'https://locationiq.com/attribution', 'lat': '50.449978', 'lon': '-104.617004', 'display_name': '2505, 11th Avenue, Regina, Division No.  6, Saskatchewan, S4P 0K6, Canada', 'boundingbox': ['50.449978', '50.449978', '-104.617004', '-104.617004'], 'importance': 0.2, 'address': {'house_number': '2505', 'road': '11th Avenue', 'city': 'Regina', 'county': 'Division No.  6', 'state': 'Saskatchewan', 'postcode': 'S4P 0K6', 'country': 'Canada', 'country_code': 'ca'}}"
46,1497,10/14/1998 06:45,sphere,3600,1hour,at 6:45am when l was heading off to work  my mom and l saw  5 large white spheres &#44they were moving  slowly in a circular  pattern,49.883333,-97.166667,"217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada",Wolseley,Winnipeg,Manitoba,ca,Canada,"{'place_id': '332340179034', 'licence': 'https://locationiq.com/attribution', 'lat': '49.883303', 'lon': '-97.166855', 'display_name': '217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada', 'boundingbox': ['49.883303', '49.883303', '-97.166855', '-97.166855'], 'importance': 0.2, 'address': {'house_number': '217', 'road': 'Ethelbert St', 'neighbourhood': 'Wolseley', 'city': 'Winnipeg', 'county': 'Division No. 11', 'state': 'Manitoba', 'postcode': 'R3G 1V8', 'country': 'Canada', 'country_code': 'ca'}}"
47,1503,10/14/1999 16:30,light,45,30-45 seconds,I was looking straight up at my TV antenna because my cable had become disconnected from the antenna.  I saw a small bright light glidi,44.233333,-76.483333,"104, Barrack Street, Kingston, Frontenac, Ontario, K7K 1G2, Canada",,Kingston,Ontario,ca,Canada,"{'place_id': '331689103916', 'osm_type': 'node', 'osm_id': '805740564', 'licence': 'https://locationiq.com/attribution', 'lat': '44.233504', 'lon': '-76.48358', 'display_name': '104, Barrack Street, Kingston, Frontenac, Ontario, K7K 1G2, Canada', 'boundingbox': ['44.233504', '44.233504', '-76.48358', '-76.48358'], 'importance': 0.2, 'address': {'house_number': '104', 'road': 'Barrack Street', 'city': 'Kingston', 'county': 'Frontenac', 'state': 'Ontario', 'postcode': 'K7K 1G2', 'country': 'Canada', 'country_code': 'ca'}}"
48,1529,10/14/2002 18:05,other,600,10 minutes,5 slow moving objects near detroit/windsor,45.583333,-72.0,"Rue Henry-Wheeler, Windsor, Le Val-Saint-Francois, Quebec, J1S 1A7, Canada",,Windsor,Quebec,ca,Canada,"{'place_id': '331349226079', 'licence': 'https://locationiq.com/attribution', 'lat': '45.583768', 'lon': '-71.998614', 'display_name': 'Rue Henry-Wheeler, Windsor, Le Val-Saint-Francois, Quebec, J1S 1A7, Canada', 'boundingbox': ['45.582618', '45.585056', '-71.999779', '-71.996926'], 'importance': 0.175, 'address': {'road': 'Rue Henry-Wheeler', 'city': 'Windsor', 'county': 'Le Val-Saint-Francois', 'state': 'Quebec', 'postcode': 'J1S 1A7', 'country': 'Canada', 'country_code': 'ca'}}"
49,1559,10/14/2002 22:30,light,1200,15-20 min.,UP to 7 silent orange lights seen hovering for quite a while. ((Vandenberg rocket launch.  PD)),43.9,-78.866667,"44, William Street West, O'Neill, Oshawa, Ontario, L1G 1J9, Canada",O'Neill,Oshawa,Ontario,ca,Canada,"{'place_id': '331810942161', 'licence': 'https://locationiq.com/attribution', 'lat': '43.899996', 'lon': '-78.866633', 'display_name': ""44, William Street West, O'Neill, Oshawa, Ontario, L1G 1J9, Canada"", 'boundingbox': ['43.899996', '43.899996', '-78.866633', '-78.866633'], 'importance': 0.225, 'address': {'house_number': '44', 'road': 'William Street West', 'neighbourhood': ""O'Neill"", 'city': 'Oshawa', 'state': 'Ontario', 'postcode': 'L1G 1J9', 'country': 'Canada', 'country_code': 'ca'}}"
50,1561,10/14/2003 13:15,cylinder,2,2 sec,I&#39ve see a big cylidner maybe 30-40 feet long  in the sky in low altitude don&#39t know what it is but it was really fast .like a flying c,48.433333,-71.06666700000001,"Pont de Sainte-Anne, Saguenay, Le Saguenay-et-son-Fjord, Quebec, G7G 3A9, Canada",,Saguenay,Quebec,ca,Canada,"{'place_id': '334256236465', 'licence': 'https://locationiq.com/attribution', 'lat': '48.434935', 'lon': '-71.067613', 'display_name': 'Pont de Sainte-Anne, Saguenay, Le Saguenay-et-son-Fjord, Quebec, G7G 3A9, Canada', 'boundingbox': ['48.43008', '48.43494', '-71.068268', '-71.067612'], 'importance': 0.175, 'address': {'road': 'Pont de Sainte-Anne', 'city': 'Saguenay', 'county': 'Le Saguenay-et-son-Fjord', 'state': 'Quebec', 'postcode': 'G7G 3A9', 'country': 'Canada', 'country_code': 'ca'}}"
51,1635,10/14/2010 22:05,other,20,20 seckonds,ASTRONOMER REPORT:  3 objects in the night sky moving @ high rate of speed.,51.083333,-114.08333300000001,"10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada",Queens Park Village,Calgary,Alberta,ca,Canada,"{'place_id': '332627885326', 'licence': 'https://locationiq.com/attribution', 'lat': '51.084013', 'lon': '-114.084131', 'display_name': '10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada', 'boundingbox': ['51.079635', '51.08879', '-114.087212', '-114.083092'], 'importance': 0.2, 'address': {'road': '10 Street NW', 'neighbourhood': 'Queens Park Village', 'city': 'Calgary', 'state': 'Alberta', 'postcode': 'T2K 1R8', 'country': 'Canada', 'country_code': 'ca'}}"
52,1688,10/14/2013 16:00,sphere,30,30 seconds,One bright-white orb moving erratically over highway 50 in quebec &#44canada seemed to appear and warp to another point in the sky.,45.616667,-74.6,"92, John Street, Hawkesbury, Prescott and Russell, Ontario, K6A 2A5, Canada",,Hawkesbury,Ontario,ca,Canada,"{'place_id': '332685813400', 'osm_type': 'node', 'osm_id': '2009536005', 'licence': 'https://locationiq.com/attribution', 'lat': '45.615996', 'lon': '-74.600071', 'display_name': '92, John Street, Hawkesbury, Prescott and Russell, Ontario, K6A 2A5, Canada', 'boundingbox': ['45.615996', '45.615996', '-74.600071', '-74.600071'], 'importance': 0.2, 'address': {'house_number': '92', 'road': 'John Street', 'city': 'Hawkesbury', 'county': 'Prescott and Russell', 'state': 'Ontario', 'postcode': 'K6A 2A5', 'country': 'Canada', 'country_code': 'ca'}}"
53,1689,10/14/2013 16:00,sphere,30,30 seconds,One bright-white orb moving erratically over highway 50 in quebec&#44 canada seemed to appear and warp to another point in the sky.,45.616667,-74.6,"92, John Street, Hawkesbury, Prescott and Russell, Ontario, K6A 2A5, Canada",,Hawkesbury,Ontario,ca,Canada,"{'place_id': '332685813400', 'osm_type': 'node', 'osm_id': '2009536005', 'licence': 'https://locationiq.com/attribution', 'lat': '45.615996', 'lon': '-74.600071', 'display_name': '92, John Street, Hawkesbury, Prescott and Russell, Ontario, K6A 2A5, Canada', 'boundingbox': ['45.615996', '45.615996', '-74.600071', '-74.600071'], 'importance': 0.2, 'address': {'house_number': '92', 'road': 'John Street', 'city': 'Hawkesbury', 'county': 'Prescott and Russell', 'state': 'Ontario', 'postcode': 'K6A 2A5', 'country': 'Canada', 'country_code': 'ca'}}"
54,1696,10/14/2013 19:30,light,1200,15-20 minutes,8 Red Orb Lights over large City of Toronto.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
55,1709,10/15/1952 24:00,cylinder,120,approx. 2 min.,Good evening folks---What I am about to discribe is what I saw back in 1952&#44in an area that is about 75 to 80 miles southwest of the ci,53.55,-113.5,"10404, 106 Avenue NW, Central McDougall, Edmonton, Alberta, T5H 2X1, Canada",Central McDougall,Edmonton,Alberta,ca,Canada,"{'place_id': '332986084112', 'osm_type': 'node', 'osm_id': '877824266', 'licence': 'https://locationiq.com/attribution', 'lat': '53.549915', 'lon': '-113.500077', 'display_name': '10404, 106 Avenue NW, Central McDougall, Edmonton, Alberta, T5H 2X1, Canada', 'boundingbox': ['53.549915', '53.549915', '-113.500077', '-113.500077'], 'importance': 0.2, 'address': {'house_number': '10404', 'road': '106 Avenue NW', 'neighbourhood': 'Central McDougall', 'city': 'Edmonton', 'state': 'Alberta', 'postcode': 'T5H 2X1', 'country': 'Canada', 'country_code': 'ca'}}"
56,1755,10/15/1972 08:30,oval,2,seconds,observed tarnished&#44 oval shaped object with black symbols on side travelling south at a steady speed towards Lake Ontario,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
57,1810,10/15/1981 07:30,triangle,36000,10 hours,I remember feeling so scared and helpless&#44 trouble breathing&#44 feeling of being abandoned.,50.133333,-97.31666700000001,"364, 4th St E, Stonewall, Division No. 14, Manitoba, R0H 0T0, Canada",,Stonewall,Manitoba,ca,Canada,"{'place_id': '330203853496', 'licence': 'https://locationiq.com/attribution', 'lat': '50.133951', 'lon': '-97.317471', 'display_name': '364, 4th St E, Stonewall, Division No. 14, Manitoba, R0H 0T0, Canada', 'boundingbox': ['50.133951', '50.133951', '-97.317471', '-97.317471'], 'importance': 0.2, 'address': {'house_number': '364', 'road': '4th St E', 'city': 'Stonewall', 'county': 'Division No. 14', 'state': 'Manitoba', 'postcode': 'R0H 0T0', 'country': 'Canada', 'country_code': 'ca'}}"
